image,MEL,NV,BCC,AK,BKL,DF,VASC,SCC,UNK
ISIC_0065557,0.0000000865,0.9999998808,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000001,0.0000000000,0.0000000000
ISIC_0034675,0.0000240459,0.0000428345,0.0116845351,0.0000000030,0.0000134152,0.0000000000,0.0000000000,0.9882351160,0.0000000000
ISIC_0035064,0.9976314306,0.0000002190,0.0000006767,0.0001324588,0.0020733683,0.0000000000,0.0000000000,0.0001617767,0.0000000000
ISIC_0057983,0.0000000714,0.9999544621,0.0000000302,0.0000000000,0.0000453868,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0053701,0.9988729358,0.0000690217,0.0000000128,0.0000000195,0.0010530403,0.0000000195,0.0000000000,0.0000049136,0.0000000000
ISIC_0053553,0.6404520869,0.3595390320,0.0000000000,0.0000000000,0.0000089671,0.0000000002,0.0000000000,0.0000000000,0.0000000000
ISIC_0061974,0.0000000346,0.9999194145,0.0000000005,0.0000000000,0.0000804932,0.0000000000,0.0000000003,0.0000000000,0.0000000000
ISIC_0053667,0.9998527765,0.0000000176,0.0000000034,0.0000919082,0.0000543601,0.0000000000,0.0000000143,0.0000008897,0.0000000000
ISIC_0071452,0.0001076292,0.9998891354,0.0000031200,0.0000000000,0.0000000504,0.0000000000,0.0000000000,0.0000000002,0.0000000000
ISIC_0073191,0.0830060616,0.9169769883,0.0000000286,0.0000000376,0.0000166903,0.0000000000,0.0000000000,0.0000001520,0.0000000000
ISIC_0054032,0.0000000002,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0068157,0.0005192385,0.1329734027,0.0000000023,0.0000000006,0.6796860695,0.1868213266,0.0000000000,0.0000000000,0.0000000000
ISIC_0035930,0.0002990303,0.0000482062,0.0005059334,0.4591631293,0.5392829180,0.0000000000,0.0000000000,0.0007008241,0.0000000000
ISIC_0071749,0.0241893176,0.9757899046,0.0000000000,0.0000000000,0.0000207648,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0053984,0.0000143393,0.0006809927,0.9786998630,0.0051550372,0.0154339429,0.0000000261,0.0000038516,0.0000118709,0.0000000003
ISIC_0057306,0.7265363336,0.0001195930,0.0000000001,0.0000000000,0.0000000025,0.0000000000,0.0000000000,0.2733440697,0.0000000000
ISIC_0072669,0.0149036041,0.9840540290,0.0000000260,0.0000000000,0.0000004275,0.0010416037,0.0000000008,0.0000003427,0.0000000000
ISIC_0065381,0.0002444816,0.9997554421,0.0000000000,0.0000000000,0.0000000027,0.0000000180,0.0000000157,0.0000000000,0.0000000000
ISIC_0060806,0.0036027043,0.9963973165,0.0000000000,0.0000000001,0.0000000610,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0034712,0.0000000398,0.9999973774,0.0000000001,0.0000000002,0.0000000004,0.0000025758,0.0000000095,0.0000000000,0.0000000000
ISIC_0034791,0.0022753447,0.9920698404,0.0011761351,0.0000002913,0.0000097387,0.0044520227,0.0000166972,0.0000000000,0.0000000000
ISIC_0063959,0.8509448767,0.1308593452,0.0000015532,0.0000000000,0.0181943066,0.0000000000,0.0000000021,0.0000000000,0.0000000000
ISIC_0062502,0.9999979734,0.0000000003,0.0000000000,0.0000000603,0.0000018705,0.0000000000,0.0000000000,0.0000000048,0.0000000000
ISIC_0072490,0.9982962012,0.0000000001,0.0000003700,0.0000000008,0.0015900545,0.0000000000,0.0000000010,0.0001134590,0.0000000000
ISIC_0061638,0.5588935018,0.0066071842,0.0000000001,0.0000455137,0.4064580798,0.0000000000,0.0000000000,0.0279957540,0.0000000000
ISIC_0061249,0.5599921942,0.0275530107,0.0000000000,0.0000000000,0.0000322361,0.4119304419,0.0004921246,0.0000000000,0.0000000000
ISIC_0067996,0.0000015342,0.9999967813,0.0000000278,0.0000003434,0.0000012644,0.0000000000,0.0000000091,0.0000000000,0.0000000000
ISIC_0057037,0.9612746835,0.0002793503,0.0000000000,0.0000054044,0.0384404995,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0063989,0.0232174750,0.9634377360,0.0000000000,0.0000000000,0.0133448169,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0034734,0.0002230035,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000061,0.9997770190,0.0000000000
ISIC_0065961,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000
ISIC_0067158,0.0000000023,0.0000128465,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.9999871254,0.0000000000,0.0000000000
ISIC_0034598,0.0000074189,0.9993816614,0.0000000000,0.0000000000,0.0000000003,0.0000000000,0.0006108971,0.0000000000,0.0000000000
ISIC_0061776,0.0034616357,0.9286909103,0.0000000280,0.0000000000,0.0008148008,0.0000000000,0.0670326054,0.0000000000,0.0000000000
ISIC_0057413,0.2572814822,0.7427185178,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000001,0.0000000000,0.0000000000
ISIC_0068535,0.0000000222,1.0000000000,0.0000000000,0.0000000000,0.0000000027,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0034369,0.0006244750,0.0000247443,0.3242247999,0.3204110265,0.1252059489,0.0000000000,0.0014709589,0.2280380428,0.0000000000
ISIC_0068686,0.0001856894,0.9998142123,0.0000000000,0.0000000000,0.0000001607,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0034884,0.7596412897,0.2403586954,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0035327,0.0000001172,0.9999998808,0.0000000002,0.0000000000,0.0000000000,0.0000000282,0.0000000018,0.0000000000,0.0000000000
ISIC_0055813,0.0000052821,0.0000076649,0.0133351032,0.0000000001,0.9865860939,0.0000000002,0.0000595419,0.0000062935,0.0000000000
ISIC_0035422,0.0000005293,0.9999994040,0.0000000000,0.0000000000,0.0000000135,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0072619,0.0049929279,0.9950070381,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000012,0.0000000000
ISIC_0035387,0.0041534137,0.9958173633,0.0000041052,0.0000000000,0.0000247531,0.0000000000,0.0000000094,0.0000003773,0.0000000000
ISIC_0068335,0.0010922439,0.9988837838,0.0000003283,0.0000000000,0.0000236050,0.0000000052,0.0000000000,0.0000000000,0.0000000000
ISIC_0072906,0.0000887115,0.0000252873,0.0000007430,0.0000000007,0.9998853207,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0034602,0.6082193851,0.3628146648,0.0000000001,0.0000000435,0.0008774054,0.0260814000,0.0020071133,0.0000000075,0.0000000000
ISIC_0056034,0.0980511382,0.9019452929,0.0000000005,0.0000000000,0.0000002329,0.0000000000,0.0000033639,0.0000000000,0.0000000000
ISIC_0060527,0.0378795788,0.9613164663,0.0000000000,0.0000000000,0.0008031529,0.0000007552,0.0000000030,0.0000000000,0.0000000000
ISIC_0071273,0.9999994040,0.0000000000,0.0000000000,0.0000000000,0.0000002748,0.0000000000,0.0000000000,0.0000004109,0.0000000000
ISIC_0059885,0.0000248776,0.9999750853,0.0000000000,0.0000000000,0.0000000023,0.0000000000,0.0000000003,0.0000000000,0.0000000000
ISIC_0064580,0.0000034856,0.9988089800,0.0000014097,0.0000000752,0.0002589621,0.0000169463,0.0006071888,0.0003029038,0.0000000001
ISIC_0035980,0.0001653500,0.9998161197,0.0000000000,0.0000000000,0.0000185586,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0071522,0.9897245169,0.0000000003,0.0000677279,0.0000000191,0.0101836519,0.0000000000,0.0000000010,0.0000240864,0.0000000000
ISIC_0061433,0.0008995233,0.9400363564,0.0582082570,0.0000000000,0.0008512589,0.0000000000,0.0000045883,0.0000000039,0.0000000000
ISIC_0063902,0.0899906829,0.4264818430,0.0000000013,0.0000000000,0.0207512751,0.0000053864,0.4627708197,0.0000000000,0.0000000000
ISIC_0069713,0.0000003363,0.9999810457,0.0000000001,0.0000000000,0.0000159696,0.0000000557,0.0000026385,0.0000000000,0.0000000000
ISIC_0035041,0.0003774896,0.9996138215,0.0000000000,0.0000000000,0.0000087409,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0035008,0.2745211124,0.7254788280,0.0000000000,0.0000000000,0.0000000707,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0064074,0.9999952316,0.0000047452,0.0000000000,0.0000000040,0.0000000004,0.0000000000,0.0000000005,0.0000000118,0.0000000000
ISIC_0071825,1.0000000000,0.0000000001,0.0000000000,0.0000000062,0.0000000000,0.0000000000,0.0000000000,0.0000000016,0.0000000000
ISIC_0059774,0.0000185904,0.9999814034,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0056328,0.0000154858,0.9977324009,0.0000004316,0.0000000072,0.0000000173,0.0020673918,0.0001840707,0.0000001429,0.0000000000
ISIC_0054828,0.9999996424,0.0000000378,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000003694,0.0000000000
ISIC_0059878,0.0000000993,0.9999675751,0.0000000000,0.0000000000,0.0000323550,0.0000000001,0.0000000000,0.0000000000,0.0000000000
ISIC_0072525,0.9626637697,0.0068176775,0.0305037182,0.0000000000,0.0000140853,0.0000000000,0.0000006478,0.0000000000,0.0000000000
ISIC_0035056,0.0000567113,0.0000017932,0.0012708011,0.2744131982,0.7242564559,0.0000000000,0.0000000000,0.0000010202,0.0000000000
ISIC_0066205,0.0000038170,0.9839714170,0.0000000001,0.0000000000,0.0000006123,0.0000000946,0.0000000164,0.0160240587,0.0000000000
ISIC_0054172,0.0000000456,1.0000000000,0.0000000000,0.0000000000,0.0000000015,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0035154,0.0000500233,0.9999473095,0.0000000000,0.0000000000,0.0000007814,0.0000000000,0.0000018348,0.0000000000,0.0000000000
ISIC_0035749,0.3825989068,0.2618972361,0.0000000000,0.0000000000,0.3555038869,0.0000000000,0.0000000002,0.0000000000,0.0000000000
ISIC_0065504,0.7984091640,0.0000146177,0.0001133443,0.0000585437,0.2011110485,0.0000000000,0.0002733087,0.0000199990,0.0000000000
ISIC_0034338,0.5617707968,0.0647730455,0.0005033887,0.0000026302,0.3729496300,0.0000000000,0.0000003594,0.0000000843,0.0000000000
ISIC_0070845,0.6191956997,0.0030327789,0.0000052643,0.0250016563,0.0088667478,0.0000000000,0.0001104063,0.3437874913,0.0000000000
ISIC_0054512,0.0000000135,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0054967,0.0000000717,0.9998140931,0.0000000000,0.0000000000,0.0000000000,0.0001857847,0.0000000000,0.0000000000,0.0000000000
ISIC_0058377,0.0000201870,0.9462651014,0.0000000000,0.0000000000,0.0000000000,0.0537146814,0.0000000000,0.0000000000,0.0000000000
ISIC_0035867,0.0000166856,0.4841914475,0.0032998037,0.0000002506,0.0000098873,0.0228274632,0.0000000000,0.4896544218,0.0000000010
ISIC_0035243,0.0000500012,0.9999500513,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0053792,0.0001625541,0.1031327620,0.0031193111,0.8491928577,0.0215554740,0.0000000002,0.0023782279,0.0204588640,0.0000000330
ISIC_0034860,0.0043614688,0.0000000222,0.0000000002,0.0000000000,0.0000000132,0.0000000000,0.0000000000,0.9956385493,0.0000000000
ISIC_0061524,0.7114629745,0.2797637880,0.0065490738,0.0000000000,0.0000002688,0.0022239217,0.0000000001,0.0000000000,0.0000000000
ISIC_0035232,0.0000017016,0.9999983311,0.0000000000,0.0000000000,0.0000000167,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0061754,0.0353409536,0.0138106802,0.0051653367,0.0000000000,0.0000000002,0.0000000000,0.9456830025,0.0000000000,0.0000000000
ISIC_0058190,0.0000080875,0.9141759872,0.0000000000,0.0000000000,0.0857384130,0.0000000000,0.0000774376,0.0000000000,0.0000000000
ISIC_0056713,0.0000068914,0.9999930859,0.0000000000,0.0000000000,0.0000000343,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0058962,0.0000000010,1.0000000000,0.0000000000,0.0000000000,0.0000000001,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0035932,0.0000002714,0.0000032318,0.0000714637,0.9999210835,0.0000039302,0.0000000000,0.0000000014,0.0000000000,0.0000000000
ISIC_0059958,0.0011916866,0.9988076687,0.0000000000,0.0000000000,0.0000004806,0.0000000825,0.0000000000,0.0000000000,0.0000000000
ISIC_0063632,0.3259748518,0.0000010528,0.0065595252,0.0004433441,0.5834636092,0.0000000000,0.0000000000,0.0835576281,0.0000000000
ISIC_0066545,0.0002274963,0.0000338726,0.9987559319,0.0000000490,0.0009693872,0.0000000000,0.0000125717,0.0000006539,0.0000000000
ISIC_0060651,0.0000002415,0.6793038249,0.0000000000,0.2964733839,0.0242225360,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0068013,0.6482603550,0.3516127169,0.0000000000,0.0000000025,0.0000000000,0.0000000000,0.0001268905,0.0000000000,0.0000000000
ISIC_0035352,0.0001686867,0.0001651392,0.0124569125,0.9863838553,0.0008199551,0.0000008827,0.0000044975,0.0000000294,0.0000000000
ISIC_0062977,0.0000000013,1.0000000000,0.0000000000,0.0000000000,0.0000000094,0.0000000000,0.0000000001,0.0000000000,0.0000000000
ISIC_0068465,0.0000000000,0.9999994040,0.0000000001,0.0000000000,0.0000000000,0.0000000000,0.0000005671,0.0000000000,0.0000000000
ISIC_0059126,0.0006106586,0.9993892908,0.0000000000,0.0000000000,0.0000000003,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0068274,0.0072613475,0.9927386642,0.0000000000,0.0000000000,0.0000000014,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0035966,0.0418969765,0.9581030607,0.0000000000,0.0000000000,0.0000000028,0.0000000000,0.0000000005,0.0000000000,0.0000000000
ISIC_0034945,0.0000001919,0.9999996424,0.0000000085,0.0000000000,0.0000000000,0.0000000000,0.0000001001,0.0000000000,0.0000000000
ISIC_0061024,0.0000000000,0.9999990463,0.0000000000,0.0000000000,0.0000001560,0.0000000000,0.0000007563,0.0000000000,0.0000000000
ISIC_0035500,0.0000065842,0.9364482760,0.0000000032,0.0000000000,0.0000000000,0.0635218099,0.0000233686,0.0000000000,0.0000000000
ISIC_0068247,0.0053714211,0.9068424106,0.0000000000,0.0000000000,0.0000000000,0.0000000050,0.0877861977,0.0000000000,0.0000000000
ISIC_0053722,0.9849699736,0.0000000000,0.0000000000,0.0000000025,0.0016856748,0.0000000000,0.0133440774,0.0000003880,0.0000000000
ISIC_0062466,0.4589363635,0.5378891826,0.0000000000,0.0000000000,0.0031744090,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0058386,0.0000066009,0.9999746084,0.0000000000,0.0000000000,0.0000187689,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0068695,0.7175030708,0.2745661736,0.0045834919,0.0000031090,0.0016652633,0.0016788171,0.0000000541,0.0000000803,0.0000000015
ISIC_0063050,0.4548598230,0.4956318140,0.0000000019,0.0000003822,0.0495080762,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0071780,0.0255102385,0.0000000000,0.0000000000,0.0000000000,0.0000496820,0.0000000000,0.9744400978,0.0000000000,0.0000000000
ISIC_0035734,0.0077375681,0.9921751618,0.0000000114,0.0000000000,0.0000000000,0.0000000000,0.0000868364,0.0000003783,0.0000000000
ISIC_0057721,0.0000002525,0.0767343342,0.0001604257,0.0000007591,0.9231042266,0.0000000000,0.0000000064,0.0000000000,0.0000000000
ISIC_0068304,0.0002440493,0.9997192025,0.0000000000,0.0000000000,0.0000000020,0.0000000000,0.0000366744,0.0000000000,0.0000000000
ISIC_0066128,0.0000006215,0.9765650630,0.0234254356,0.0000000000,0.0000000557,0.0000000000,0.0000088021,0.0000000000,0.0000000000
ISIC_0056616,0.9994499087,0.0000000009,0.0000000000,0.0000000190,0.0005500703,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0057566,0.0000000000,0.9973381162,0.0000000000,0.0000000000,0.0000030207,0.0000000000,0.0026588540,0.0000000000,0.0000000000
ISIC_0071067,0.0000000743,0.9998194575,0.0000000000,0.0000000000,0.0000000000,0.0001804747,0.0000000000,0.0000000000,0.0000000000
ISIC_0055644,0.0000500648,0.9996310472,0.0000000020,0.0000002412,0.0002391547,0.0000000043,0.0000794804,0.0000000003,0.0000000000
ISIC_0060584,0.0606720597,0.9393278360,0.0000000003,0.0000000000,0.0000001557,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0057024,0.0000000000,0.9999966621,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000033062,0.0000000000,0.0000000000
ISIC_0071234,0.7275357246,0.2655897737,0.0000045686,0.0000015855,0.0067442963,0.0000000001,0.0000012787,0.0001227684,0.0000000000
ISIC_0055525,0.0000020312,0.9999973774,0.0000005544,0.0000000000,0.0000000003,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0068468,0.0000068047,0.0053620823,0.0000000007,0.0000000000,0.9945125580,0.0001184295,0.0000001129,0.0000000000,0.0000000000
ISIC_0054314,0.0042606676,0.9957387447,0.0000002569,0.0000000000,0.0000000667,0.0000000000,0.0000002586,0.0000000000,0.0000000000
ISIC_0065844,0.0004613215,0.9995386600,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0063504,0.9998304844,0.0000772751,0.0000000002,0.0000000000,0.0000895208,0.0000001414,0.0000025153,0.0000000000,0.0000000000
ISIC_0057012,0.3587274551,0.5183506608,0.0009373437,0.0040129684,0.0213772971,0.0963361636,0.0000692690,0.0001885674,0.0000001643
ISIC_0034964,0.7805052400,0.2194923908,0.0000000000,0.0000000000,0.0000000570,0.0000000088,0.0000022991,0.0000000000,0.0000000000
ISIC_0055619,0.0002313728,0.9996640682,0.0000000110,0.0000000007,0.0001045704,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0056646,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0055268,0.8669917583,0.1330080926,0.0000000002,0.0000000000,0.0000002084,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0064547,0.1813759506,0.8185533285,0.0000000034,0.0000000000,0.0000707211,0.0000000000,0.0000000704,0.0000000000,0.0000000000
ISIC_0057485,0.9999983311,0.0000000073,0.0000000107,0.0000002815,0.0000013563,0.0000000000,0.0000000000,0.0000000775,0.0000000000
ISIC_0054416,0.8614732623,0.1385267675,0.0000000000,0.0000000000,0.0000000002,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0066172,0.0000000066,0.9999766350,0.0000000001,0.0000000000,0.0000002480,0.0000228852,0.0000000000,0.0000002916,0.0000000000
ISIC_0035300,0.0000040060,0.9999959469,0.0000000000,0.0000000000,0.0000000084,0.0000000000,0.0000000001,0.0000000000,0.0000000000
ISIC_0053979,0.9918954968,0.0080814827,0.0000000000,0.0000000001,0.0000230603,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0070872,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000002,0.0000000000,0.0000000000
ISIC_0034326,0.0179574788,0.9820205569,0.0000000000,0.0000000000,0.0000014319,0.0000204665,0.0000000072,0.0000000000,0.0000000000
ISIC_0066523,0.0000000000,0.9999977350,0.0000000000,0.0000000000,0.0000000000,0.0000022787,0.0000000000,0.0000000000,0.0000000000
ISIC_0061373,0.0000008704,0.9999990463,0.0000000001,0.0000000000,0.0000000474,0.0000000000,0.0000000028,0.0000000000,0.0000000000
ISIC_0073139,0.0005949791,0.9993069172,0.0000031191,0.0000000000,0.0000948562,0.0000000000,0.0000001046,0.0000000000,0.0000000000
ISIC_0054503,0.5189180970,0.4789905250,0.0000000780,0.0002201112,0.0018712431,0.0000000000,0.0000000012,0.0000000000,0.0000000000
ISIC_0035221,0.0001412867,0.9986644983,0.0000000000,0.0000000000,0.0011940900,0.0000000481,0.0000001393,0.0000000000,0.0000000000
ISIC_0069217,0.1939869970,0.3881691992,0.0226119906,0.0000584878,0.3917394280,0.0022986913,0.0008766332,0.0002586042,0.0000000000
ISIC_0035615,0.9887457490,0.0112349959,0.0000000000,0.0000000002,0.0000000001,0.0000000000,0.0000192407,0.0000000000,0.0000000000
ISIC_0062274,0.9999949932,0.0000050226,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0035385,0.3753560185,0.6246439815,0.0000000000,0.0000000000,0.0000000317,0.0000000000,0.0000000008,0.0000000000,0.0000000000
ISIC_0067834,0.0046749501,0.9938993454,0.0000000000,0.0000000000,0.0014256698,0.0000000000,0.0000000164,0.0000000000,0.0000000000
ISIC_0035710,0.0000103863,0.9999896288,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000168,0.0000000000,0.0000000000
ISIC_0053669,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000030,0.0000000000,0.0000000000
ISIC_0063426,0.0000002478,0.5579249859,0.0000000000,0.0000000000,0.0005972793,0.4414775074,0.0000000006,0.0000000032,0.0000000000
